observation_date,ALPCPI,AKPCPI,AZPCPI,ARPCPI,CAPCPI,COPCPI,CTPCPI,DEPCPI,FLPCPI,GAPCPI,HIPCPI,IDPCPI,ILPCPI,INPCPI,IAPCPI,KSPCPI,KYOPCI,LAPCPI,MEPCPI,MDPCPI,MAPCPI,MIPCPI,MNPCPI,MSPCPI,MOOPCI,MTPCPI,NEPCPI,NVPCPI,NHPCPI,NJPCPI,NMPCPI,NYPCPI,NCPCPI,NDPCPI,OHPCPI,OKPCPI,ORPCPI,PAPCPI,RIPCPI,SCPCPI,SDPCPI,TNPCPI,TXPCPI,UTPCPI,VTPCPI,VAPCPI,WAPCPI,WVPCPI,WIPCPI,WYPCPI,ALPCPI_YOY,AKPCPI_YOY,AZPCPI_YOY,ARPCPI_YOY,CAPCPI_YOY,COPCPI_YOY,CTPCPI_YOY,DEPCPI_YOY,FLPCPI_YOY,GAPCPI_YOY,HIPCPI_YOY,IDPCPI_YOY,ILPCPI_YOY,INPCPI_YOY,IAPCPI_YOY,KSPCPI_YOY,KYOPCI_YOY,LAPCPI_YOY,MEPCPI_YOY,MDPCPI_YOY,MAPCPI_YOY,MIPCPI_YOY,MNPCPI_YOY,MSPCPI_YOY,MOOPCI_YOY,MTPCPI_YOY,NEPCPI_YOY,NVPCPI_YOY,NHPCPI_YOY,NJPCPI_YOY,NMPCPI_YOY,NYPCPI_YOY,NCPCPI_YOY,NDPCPI_YOY,OHPCPI_YOY,OKPCPI_YOY,ORPCPI_YOY,PAPCPI_YOY,RIPCPI_YOY,SCPCPI_YOY,SDPCPI_YOY,TNPCPI_YOY,TXPCPI_YOY,UTPCPI_YOY,VTPCPI_YOY,VAPCPI_YOY,WAPCPI_YOY,WVPCPI_YOY,WIPCPI_YOY,WYPCPI_YOY
1997-01-01,21516,28185,22804,20187,27171,27675,35228,27069,25378,24404,26334,21506,28422,24096,24197,24958,,21352,23247,29432,31180,25990,27087,19221,,20159,24915,27534,27975,32804,20576,30443,24251,21196,25078,21072,25015,25967,25975,21728,22582,23267,23919,21288,23999,27360,27405,19587,25429,24282,0.042947164,0.045709197,0.049086811,0.03746531,0.048587527,0.050842953,0.061372059,0.03210432,0.035836735,0.039574015,0.026066628,0.021274575,0.050099756,0.043613842,0.042569693,0.053613644,#DIV/0!,0.046205106,0.050047428,0.046694406,0.055339313,0.047097216,0.044539565,0.04541499,#DIV/0!,0.038534851,0.022321612,0.032512094,0.062113216,0.056421487,0.037829113,0.052080453,0.052560764,-0.019928793,0.055382544,0.047003876,0.043422041,0.049468537,0.05345338,0.04688027,0.019181297,0.043316443,0.06795553,0.054749046,0.048769829,0.053401609,0.058189822,0.043693718,0.053877077,0.070021593
1998-01-01,22668,29255,24173,21208,29092,29901,37827,29472,26883,26152,26756,22783,29930,25790,25207,26221,,22312,24805,31483,32914,27430,29162,20174,,21461,26421,29314,30319,34663,21380,32040,25440,23285,26442,22006,26023,27336,27552,22946,24277,25116,25556,22266,25693,28992,29513,20447,27031,25755,0.05354155,0.037963456,0.060033327,0.050577104,0.070700379,0.080433604,0.073776541,0.088773135,0.059303334,0.071627602,0.016024911,0.059378778,0.053057491,0.070302125,0.041740712,0.050605016,#DIV/0!,0.044960659,0.0670194,0.069686056,0.055612572,0.055405925,0.076605013,0.049581187,#DIV/0!,0.064586537,0.060445515,0.064647345,0.083789097,0.056669918,0.03907465,0.052458693,0.049028906,0.098556331,0.054390302,0.044324222,0.040295823,0.052720761,0.060712223,0.056056701,0.075059782,0.079468776,0.068439316,0.045941375,0.070586274,0.059649123,0.07692027,0.043906673,0.062998938,0.060662219
1999-01-01,23333,29951,24960,21871,30773,31305,39700,31181,27689,27254,27768,23688,31068,26600,25740,26927,,22746,25779,33036,34967,28629,30303,20709,,21794,27545,30405,31852,35965,21587,33740,26239,23705,27200,22412,26617,28489,28496,23764,25306,25807,26530,23081,26963,30637,30958,21037,27933,27518,0.02933651,0.023790805,0.032556985,0.031261788,0.057782208,0.046954951,0.049514897,0.057987242,0.029981773,0.042138269,0.037823292,0.0397226,0.038022051,0.031407522,0.02114492,0.026924984,#DIV/0!,0.019451416,0.039266277,0.049328209,0.062374673,0.043711265,0.03912626,0.026519282,#DIV/0!,0.015516518,0.042541917,0.037217712,0.050562354,0.037561665,0.009681946,0.053058677,0.031407233,0.018037363,0.028666515,0.018449514,0.022825962,0.042178812,0.034262485,0.035648915,0.042385797,0.027512343,0.038112381,0.036602892,0.049429806,0.05673979,0.048961475,0.028855089,0.033369095,0.068452728
2000-01-01,24306,32044,26388,22781,33410,34029,43070,33884,29466,28851,29319,25183,33212,28153,27390,28253,,23997,27491,35591,38594,30344,32448,21681,,23081,29039,31986,35335,39216,23102,36090,27510,25892,28598,24178,28386,30443,30417,25133,26825,27066,28383,24260,29014,32715,32723,22317,29556,29607,0.041700596,0.069880805,0.057211538,0.041607608,0.085692003,0.087014854,0.08488665,0.086687406,0.06417711,0.058596903,0.055855661,0.063112124,0.069009914,0.058383459,0.064102564,0.049244253,#DIV/0!,0.054998681,0.066410644,0.077339872,0.103726371,0.059904293,0.070785071,0.046936115,#DIV/0!,0.05905295,0.054238519,0.051998027,0.109349491,0.090393438,0.070181128,0.069650267,0.048439346,0.092259017,0.051397059,0.078797073,0.066461284,0.068587876,0.06741297,0.057608147,0.06002529,0.048785213,0.069845458,0.051080976,0.076067203,0.067826484,0.057012727,0.060845178,0.058103319,0.075913947
2001-01-01,25057,33626,27008,23873,34046,34897,45153,36922,30418,29762,30229,25799,34299,28639,28162,29112,,25663,28824,37076,39872,30749,33490,22845,,23996,30275,32461,36747,40245,24601,37283,27838,26541,29323,25608,28829,31634,31815,25737,27645,27541,29644,24925,30716,34001,33084,23754,30841,31347,0.030897721,0.049369617,0.023495528,0.047934682,0.019036217,0.025507655,0.04836313,0.089658836,0.032308423,0.031576029,0.031037894,0.024460946,0.032729134,0.017262814,0.028185469,0.030403851,#DIV/0!,0.069425345,0.048488596,0.041724031,0.033113956,0.013346955,0.032112919,0.053687561,#DIV/0!,0.039642996,0.042563449,0.014850247,0.039960379,0.02623929,0.064886157,0.033056248,0.011922937,0.025065657,0.025351423,0.059144677,0.015606285,0.039122294,0.04596114,0.024032149,0.0305685,0.017549693,0.044428003,0.027411377,0.058661336,0.039309185,0.011031996,0.064390375,0.04347679,0.058769886
2002-01-01,25648,34756,27353,24306,34131,34438,44697,37658,30810,30133,31257,26233,34594,28918,28772,29248,,26289,29572,38035,39540,30602,33955,23219,,24554,30599,32130,36974,40474,25255,37088,27852,27218,29693,26023,28749,32133,32807,26182,27572,28113,29524,25190,31217,34498,33212,24517,31425,31854,0.023586223,0.033604949,0.012773993,0.018137645,0.002496622,-0.013152993,-0.010098997,0.019933915,0.012887106,0.01246556,0.034007079,0.016822357,0.008600834,0.00974196,0.021660393,0.004671613,#DIV/0!,0.024393095,0.025950597,0.025865789,-0.008326645,-0.004780643,0.013884742,0.016371197,#DIV/0!,0.023253876,0.010701899,-0.010196852,0.006177375,0.005690148,0.026584285,-0.005230266,0.00050291,0.025507705,0.012618081,0.016205873,-0.002774984,0.015774167,0.031180261,0.017290282,-0.002640622,0.020769035,-0.004048037,0.010631896,0.016310718,0.014617217,0.00386894,0.032120906,0.018935832,0.016173797
2003-01-01,26673,35996,28393,25595,35272,34856,44997,38065,31785,30896,32467,26728,35212,29521,29383,30074,,27022,30805,39394,40267,31279,35293,24064,,26125,32348,33121,37371,41198,26097,37576,28715,29678,30509,27198,29526,33170,34301,26832,29972,29098,30224,25792,32338,36188,34253,24823,32148,33686,0.03996413,0.035677293,0.038021424,0.053032173,0.03343002,0.012137755,0.00671186,0.010807796,0.03164557,0.025321077,0.038711329,0.018869363,0.01786437,0.020852064,0.021235924,0.028241247,#DIV/0!,0.027882384,0.041694846,0.035730248,0.018386444,0.022122737,0.039405095,0.03639261,#DIV/0!,0.063981429,0.057158731,0.030843448,0.010737275,0.017888027,0.033339933,0.013157895,0.030985208,0.090381365,0.027481225,0.045152365,0.027027027,0.032272119,0.045539062,0.024826216,0.087044828,0.035037171,0.023709524,0.023898372,0.035909921,0.048988347,0.031344092,0.012481136,0.02300716,0.0575124
2004-01-01,28434,37016,30221,27059,37070,35819,47238,38974,33778,32034,34277,28317,36519,30791,31704,30843,,28065,32211,41641,42407,32168,37211,25306,,28131,33627,35232,39434,42876,27399,39329,30635,30107,31660,29264,30996,34984,35927,27986,32025,30472,31195,27018,34087,38139,36378,25687,33424,36065,0.06602182,0.028336482,0.064382066,0.057198672,0.050975278,0.027627955,0.04980332,0.023880205,0.062702533,0.036833247,0.055748914,0.059450763,0.037118028,0.043020223,0.078991253,0.02557026,#DIV/0!,0.038598179,0.045641941,0.057039143,0.053145255,0.028421625,0.054345054,0.051612367,#DIV/0!,0.076784689,0.039538766,0.063735998,0.055203232,0.040730133,0.049890792,0.046652118,0.066864008,0.014455152,0.037726572,0.075961468,0.049786629,0.054687971,0.047403866,0.043008348,0.068497264,0.04721974,0.032126787,0.047534119,0.054084977,0.053912899,0.062038362,0.03480643,0.039691427,0.070622811
2005-01-01,29949,39075,32327,28227,38932,37797,49738,39370,35999,33445,36375,29392,37975,31566,32621,32545,,30139,32925,43515,44371,32946,38065,26835,,30074,34666,38109,40619,44467,28858,40884,32345,31967,32607,31856,32296,36410,36984,29285,33788,31548,33276,28927,34878,40167,37384,26981,34447,39385,0.053281283,0.055624595,0.069686642,0.043164936,0.050229296,0.055222089,0.052923494,0.01016062,0.065752857,0.04404695,0.061207224,0.037963061,0.039869657,0.025169692,0.028923795,0.055182699,#DIV/0!,0.073899875,0.022166341,0.045003722,0.046313109,0.024185526,0.022950203,0.060420454,#DIV/0!,0.06906971,0.03089779,0.081658719,0.03005021,0.037107006,0.053250119,0.039538254,0.055818508,0.061779653,0.02991156,0.088572991,0.041940896,0.040761491,0.02942077,0.046416065,0.055050742,0.035311105,0.066709409,0.070656599,0.023205328,0.053173916,0.027654077,0.050375676,0.03060675,0.09205601
2006-01-01,31474,41157,34703,29617,41746,40137,53696,41053,38386,34791,38480,31476,40365,33123,34448,35690,,33850,34451,45576,47750,33812,39667,27981,,32193,36019,39767,43153,47695,30597,44128,34385,33357,34214,34854,34716,38109,39028,30984,35299,33065,35630,31327,37008,42385,40027,28704,36338,44492,0.050919897,0.05328215,0.073498933,0.049243632,0.072279873,0.061909675,0.079576983,0.042748285,0.066307397,0.040245179,0.057869416,0.070903647,0.062936142,0.049325223,0.056006867,0.096635428,#DIV/0!,0.1231295,0.04634776,0.047362978,0.076153343,0.026285437,0.042085906,0.042705422,#DIV/0!,0.070459533,0.039029597,0.043506783,0.062384598,0.072593159,0.060260586,0.079346444,0.063070026,0.043482341,0.049283896,0.094110999,0.07493188,0.046663005,0.055267143,0.058016049,0.044720019,0.048085457,0.070741676,0.08296747,0.061070015,0.055219459,0.070698695,0.063859753,0.054895927,0.129668656
2007-01-01,32739,43906,35872,31303,43385,42074,57684,41733,39594,35680,40490,32707,42513,34055,36680,38057,,36432,35686,47327,50085,34929,41655,29554,,34183,38531,40212,44695,50473,31950,47428,36211,36709,35629,35711,35879,40337,40894,32402,38748,34164,37085,33165,38944,44248,42819,29711,37816,46278,0.040191904,0.066793012,0.033685848,0.056926765,0.039261247,0.04825971,0.074269964,0.016563954,0.031469807,0.025552585,0.052234927,0.039109163,0.053214418,0.028137548,0.064793312,0.066321098,#DIV/0!,0.076277696,0.035848016,0.038419344,0.048900524,0.033035609,0.050117226,0.056216718,#DIV/0!,0.06181468,0.06974097,0.011190183,0.035733321,0.058245099,0.044220022,0.074782451,0.053104551,0.100488653,0.041357339,0.024588283,0.033500403,0.05846388,0.047811827,0.045765556,0.09770815,0.033237562,0.040836374,0.058671434,0.052313013,0.043954229,0.069752917,0.035082219,0.040673675,0.040142048
2008-01-01,33583,47869,35748,32306,43567,42953,60970,40894,39401,35438,41969,32841,43460,35408,38703,41257,,38522,37163,49186,51810,35969,43161,30785,,35792,40535,38836,45886,51779,33649,48184,37835,41075,36827,39325,36992,41728,41638,33234,41168,35059,39946,33941,41022,45514,44241,31607,39055,49746,0.025779651,0.090261012,-0.003456735,0.032041657,0.004194998,0.020891762,0.056965536,-0.020103994,-0.004874476,-0.006782511,0.036527538,0.004096982,0.022275539,0.039729849,0.055152672,0.0840844,#DIV/0!,0.05736715,0.04138878,0.039279904,0.03444145,0.029774686,0.036154123,0.041652568,#DIV/0!,0.047070181,0.05201007,-0.034218641,0.026647276,0.02587522,0.053176839,0.015939951,0.044848251,0.118935411,0.033624295,0.101201311,0.031020931,0.034484468,0.018193378,0.025677427,0.062454836,0.026197167,0.077147095,0.023398161,0.053358669,0.028611463,0.033209557,0.063814749,0.032763909,0.074938416
2009-01-01,32769,47258,33524,31472,41689,40093,59684,40856,36818,34274,41082,31281,41180,34267,37286,39431,,36930,37157,48448,50772,34307,41079,30157,,34689,39535,36231,45101,49854,32911,47027,35933,40212,35755,35917,35313,40530,40610,32010,39518,34446,37269,31858,40479,44087,41591,31718,38182,44564,-0.024238454,-0.012764002,-0.062213271,-0.025815638,-0.043106021,-0.066584406,-0.02109234,-0.000929232,-0.065556712,-0.032846097,-0.021134647,-0.047501599,-0.052462034,-0.032224356,-0.036612149,-0.044259156,#DIV/0!,-0.041327034,-0.000161451,-0.01500427,-0.020034742,-0.046206456,-0.048237993,-0.020399545,#DIV/0!,-0.030816942,-0.024670038,-0.067076939,-0.017107615,-0.037177234,-0.021932301,-0.02401212,-0.050270913,-0.021010347,-0.029109078,-0.086662428,-0.045388192,-0.028709739,-0.024688986,-0.036829753,-0.040079674,-0.017484811,-0.067015471,-0.061371203,-0.0132368,-0.03135299,-0.059899189,0.00351188,-0.022353092,-0.104169179
2010-01-01,33946,49652,33876,32372,43246,40790,61743,40942,38872,34829,41574,32097,42278,35695,38312,39960,33415,38242,38106,49668,52894,35760,42724,31287,37124,36393,41248,37494,47098,51076,33710,48768,35872,44264,36854,37276,36036,42251,42766,32852,41423,35851,39034,32218,41733,45513,42348,32762,39175,46649,0.035918093,0.05065809,0.01049994,0.028596848,0.037347981,0.017384581,0.034498358,0.002104954,0.05578793,0.016193033,0.011976048,0.026086123,0.026663429,0.041672746,0.027517031,0.01341584,#DIV/0!,0.035526672,0.025540275,0.025181638,0.04179469,0.042352873,0.040044792,0.037470571,#DIV/0!,0.0491222,0.043328696,0.034859651,0.044278397,0.024511574,0.024277597,0.037021286,-0.001697604,0.100765941,0.03073696,0.037837236,0.020474046,0.042462374,0.053090372,0.02630428,0.048205881,0.040788481,0.047358394,0.011300144,0.030979026,0.032345136,0.018201053,0.032915064,0.026007019,0.046786644
2011-01-01,35010,52569,35321,34279,45557,43658,63132,43962,40517,36842,42809,33579,44194,37799,41036,43015,34801,39124,39690,51845,54812,37781,45323,32546,38529,38558,45674,38777,49131,52947,35045,50904,36902,49000,39245,39800,37596,44211,44201,34479,44758,37727,42037,34190,43982,47608,44225,34581,41209,50783,0.031343899,0.058748892,0.042655567,0.058908934,0.053438468,0.070311351,0.022496477,0.073762884,0.042318378,0.057796664,0.029706066,0.046172539,0.045319078,0.05894383,0.071100439,0.076451451,0.041463104,0.023063647,0.041568257,0.043831038,0.036261202,0.05651566,0.060832319,0.040240355,0.037852871,0.059489462,0.107302172,0.034218808,0.043165315,0.036631686,0.039602492,0.043799213,0.028713202,0.106994397,0.064877625,0.067711128,0.043290043,0.046389435,0.033554693,0.049525143,0.080510827,0.05232769,0.07693293,0.06120802,0.053890207,0.046030804,0.044323227,0.055521641,0.051920868,0.088619263
2012-01-01,35824,53708,36545,36582,48121,45630,64121,44070,41540,37495,43812,35110,46029,39433,42873,45294,35867,41003,40411,52787,56669,39266,47726,33657,40308,40701,46670,39909,51123,54574,35749,53102,39103,56443,40759,42232,39371,45855,45601,35989,45442,39373,44241,36005,45277,49309,47320,35453,42944,54213,0.0232505,0.021666762,0.034653606,0.06718399,0.056281142,0.04516927,0.01566559,0.002456667,0.025248661,0.017724336,0.023429653,0.045593972,0.041521474,0.043228657,0.044765572,0.052981518,0.030645891,0.048026787,0.018165785,0.018169544,0.033879442,0.039305471,0.053019438,0.034136299,0.046166224,0.055578609,0.021806717,0.029192563,0.040544666,0.030728842,0.020088458,0.043179318,0.059644464,0.151897959,0.038578163,0.061105528,0.047212469,0.037185316,0.031673492,0.043794774,0.015282184,0.043629231,0.052430002,0.053085698,0.029443863,0.035729289,0.069983041,0.025216159,0.042102453,0.067542288
2013-01-01,36014,52812,37139,36677,48502,47404,62647,44404,41162,37794,43931,36095,47047,39766,43439,46174,36063,41376,40329,52249,56628,39566,47838,34259,40565,40674,46653,39664,50865,54813,35088,53395,38394,54900,41259,44017,39788,46213,45447,36204,45608,39454,44816,36511,45770,48573,47857,35318,43050,53776,0.005303707,-0.016682803,0.016253934,0.002596906,0.007917541,0.038877931,-0.022987789,0.007578852,-0.009099663,0.007974397,0.002716151,0.028054685,0.022116492,0.008444704,0.013201782,0.019428622,0.005464595,0.009096895,-0.00202915,-0.010191903,-0.0007235,0.007640198,0.002346729,0.017886324,0.006369703,-0.000663374,-0.00036426,-0.006138966,-0.005046652,0.004379375,-0.018490028,0.005517683,-0.018131601,-0.027337314,0.012267229,0.042266528,0.010591552,0.007807218,-0.003377119,0.005974048,0.003653008,0.002057247,0.012996994,0.014053604,0.010888531,-0.014926281,0.011348267,-0.003807858,0.002468331,-0.008060797
2014-01-01,37055,55867,38756,38749,51266,50797,65498,46015,43516,39969,46044,37680,49238,41188,44699,47013,37636,43085,41797,53659,58924,41207,49967,34896,41955,42494,48957,41773,52643,57065,37219,55290,40293,57523,42829,46614,42134,48063,47199,38152,47488,40753,47370,38168,47641,50318,50890,36570,44709,57749,0.028905426,0.057846702,0.043539137,0.05649317,0.056987341,0.071576238,0.045508963,0.036280515,0.057188669,0.057548817,0.048098154,0.043911899,0.046570451,0.035759191,0.029006193,0.018170399,0.04361781,0.041304138,0.036400605,0.026986162,0.040545313,0.041475004,0.044504369,0.018593654,0.034272367,0.044746029,0.049385892,0.053171642,0.034955274,0.041085144,0.060733014,0.035490214,0.049460853,0.047777778,0.038052304,0.058999932,0.058962501,0.040032026,0.038550399,0.053806209,0.041220838,0.032924418,0.056988576,0.045383583,0.040878305,0.035925308,0.063376309,0.035449346,0.038536585,0.073880542
2015-01-01,38531,57575,40334,39968,54546,52339,67321,47868,45659,41941,47777,39386,51443,42667,46104,47332,39228,43113,43672,55825,62376,43425,51985,35533,43316,43941,50556,44493,54684,59175,38103,57481,42076,53991,44442,44894,44694,49927,48682,40053,49186,42535,47465,40459,48876,52238,53083,37468,46548,57846,0.039832681,0.03057261,0.040716276,0.031458876,0.063980026,0.030356123,0.027832911,0.040269477,0.049246254,0.049338237,0.037637912,0.045276008,0.044782485,0.035908517,0.031432471,0.006785357,0.042299645,0.000649878,0.044859679,0.040366015,0.058583939,0.053825806,0.040386655,0.018254241,0.032445477,0.034051866,0.032661315,0.06511383,0.038770587,0.036975379,0.02375131,0.039627419,0.044250862,-0.061401526,0.037661398,-0.036898786,0.060758532,0.038782431,0.031420157,0.049827008,0.035756402,0.043726842,0.002005489,0.060024104,0.025923049,0.038157319,0.043092946,0.024555647,0.041132658,0.001679683
2016-01-01,39014,56278,41473,40873,56560,52390,68680,48734,46454,43033,49122,40098,52036,43645,46291,47326,39741,42725,44740,57632,64295,44527,52596,36021,44400,44063,49360,45450,56321,60533,38775,59280,42936,52005,45212,42521,45999,51181,49184,41178,49192,43499,46586,41750,49621,53268,54918,37380,47205,54827,0.012535361,-0.022527139,0.028239203,0.022643114,0.036922964,0.000974417,0.020186866,0.018091418,0.017411682,0.026036575,0.028151621,0.018077489,0.011527322,0.022921696,0.004056047,-0.000126764,0.013070937,-0.008999606,0.024455028,0.03236901,0.030765038,0.025377087,0.01175339,0.013733712,0.025019479,0.00277645,-0.023656935,0.021509001,0.02993563,0.02294888,0.017636407,0.031297298,0.020439205,-0.036783908,0.017325953,-0.052857843,0.02919855,0.02511667,0.01031182,0.028087784,0.000121986,0.022663689,-0.018518909,0.031908846,0.015242655,0.019717447,0.034568506,-0.002348671,0.014114462,-0.052190298
2017-01-01,40223,57189,43497,41890,58804,55251,70011,50417,49055,44993,51114,41457,53611,45015,47246,48651,40754,44056,46378,59155,66679,45716,54266,36902,45237,46036,50144,47485,58362,62465,39458,62913,44591,52521,46646,44423,47974,52421,50982,42758,50104,44879,49231,43241,50771,54879,57265,39140,48758,57184,0.030988876,0.016187498,0.048802836,0.024881951,0.039674682,0.054609658,0.019379732,0.034534411,0.055990873,0.045546441,0.040552095,0.033891965,0.030267507,0.031389621,0.02063036,0.027997295,0.025496339,0.031152721,0.036611533,0.026426291,0.037079089,0.026702899,0.031751464,0.024457955,0.018851351,0.044776797,0.015883306,0.044774477,0.036238703,0.031916475,0.017614442,0.061285425,0.038545743,0.009922123,0.031717243,0.044730839,0.042935716,0.024227741,0.036556604,0.038370003,0.0185396,0.031724867,0.056776714,0.035712575,0.023175672,0.030243298,0.042736443,0.047084002,0.032899057,0.042989768
2018-01-01,41539,59618,45466,43384,61508,58453,72926,52716,51520,46855,52164,43217,56536,46945,49163,50663,41971,46057,48141,60577,69693,47457,56539,37900,47080,47612,51916,49678,60831,64914,41218,64849,46352,55396,48327,46415,50567,55030,52659,44155,52166,46870,52005,45665,52409,56619,60221,41279,50908,60472,0.032717599,0.042473203,0.04526749,0.035664836,0.045983266,0.057953702,0.041636314,0.045599699,0.05024972,0.041384215,0.020542317,0.042453627,0.054559699,0.042874597,0.040574863,0.041355779,0.029861916,0.045419466,0.038013713,0.024038543,0.045201638,0.038082947,0.041886264,0.027044605,0.040729933,0.034234078,0.035338226,0.046183005,0.042304924,0.039205955,0.044604389,0.030772654,0.039492274,0.054740009,0.036037388,0.044841636,0.05405011,0.04977013,0.032893963,0.032672248,0.041154399,0.044363734,0.056346611,0.056057908,0.032262512,0.031706117,0.051619663,0.054649974,0.044095328,0.057498601
2019-01-01,43288,61316,48124,44324,64919,62124,75533,54217,54560,49083,54700,45924,58438,48749,50367,52876,43870,47668,50728,62313,73213,49142,58543,39445,48993,50289,54182,52602,64747,68438,43530,67366,48741,57110,50035,48646,52718,56952,55830,46681,55294,49343,54076,48580,55442,59073,64189,42951,52893,64117,0.04210501,0.028481331,0.058461268,0.021666974,0.055456201,0.062802594,0.035748567,0.028473329,0.059006211,0.047550955,0.048615904,0.062637388,0.033642281,0.038427948,0.024489962,0.043680793,0.045239301,0.034978396,0.053737978,0.028657741,0.050507225,0.035505826,0.03544456,0.040765172,0.040638707,0.056225321,0.04364743,0.058859052,0.064375072,0.054287211,0.056091999,0.038813243,0.051540387,0.030940862,0.035342562,0.048066358,0.042537623,0.034926404,0.060217627,0.057207564,0.059962428,0.052762961,0.039823094,0.063834447,0.05787174,0.043342341,0.065890636,0.040504857,0.038991907,0.06027583
2020-01-01,46179,62756,52327,47154,70647,65358,78463,56324,57292,51987,57241,49491,62139,52219,53312,55974,47510,50809,54912,65685,78388,53388,62240,42716,52091,54106,57421,55406,68542,71505,46760,71577,51900,60864,53545,50518,57005,60685,59941,49105,60446,52351,55601,52225,59296,62189,68350,45240,55941,65782,0.066785252,0.023484898,0.08733688,0.063848028,0.088233029,0.052057176,0.038790992,0.038862349,0.050073314,0.059165088,0.046453382,0.077671806,0.063332078,0.071180947,0.058470824,0.058589908,0.082972419,0.065893262,0.082479104,0.054113909,0.070684168,0.08640267,0.063150163,0.082925593,0.063238949,0.075901291,0.059780001,0.053305958,0.058612754,0.044814284,0.0742017,0.062509278,0.064811965,0.065732796,0.070150894,0.038482095,0.081319473,0.065546425,0.073634247,0.051926908,0.093174666,0.060961028,0.02820105,0.075030877,0.069514087,0.052748294,0.064824191,0.053293288,0.057625773,0.025968152
2021-01-01,49769,65813,55487,50625,76614,70706,83294,59931,62270,55786,60947,52369,67244,56497,57163,58924,51257,54217,58484,69817,83653,56494,66280,45881,55315,56949,61205,60213,73200,77016,50311,76837,56173,64524,56879,53870,61596,64279,64376,52467,64462,56560,59865,56019,61882,66305,73775,48488,59626,69666,0.077740965,0.048712474,0.060389474,0.073609874,0.084462185,0.081826249,0.061570422,0.064040196,0.086888222,0.073075961,0.064743803,0.058151987,0.082154525,0.081924204,0.072235144,0.052703041,0.078862345,0.067074731,0.065049534,0.062906295,0.067165893,0.058177868,0.064910026,0.074094016,0.06188689,0.052545004,0.065899235,0.086759557,0.067958332,0.077071533,0.075940975,0.073487293,0.082331407,0.060134069,0.062265384,0.066352587,0.080536795,0.059223861,0.073989423,0.068465533,0.066439467,0.08039961,0.076689268,0.0726472,0.043611711,0.066185338,0.079370885,0.071794872,0.065872973,0.059043507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
