observation_date,HUNT601PCPI,ANCH202PCPI,PHOE004PCPI,LRSPCPI,LALBA906PCPI,DENV708PCPI,BRID909PCPI,PHIL942PCPI,JACK212PCPI,ATLA013PCPI,UHON915PCPI,BOIS216PCPI,CHIC917PCPI,INDI918PCPI,DESM719PCPI,WICH620PCPI,LOIPCPI,NEWO322PCPI,PORT723PCPI,BALT524PCPI,BOST625PCPI,DETR826PCPI,MINN427PCPI,JACK128PCPI,KANS129PCPI,BILL730PCPI,OMAH531PCPI,LASV832PCPI,MANC933PCPI,NJPCPI,ALBU735PCPI,NEWY636PCPI,CHAR737PCPI,FARG038PCPI,COLU139PCPI,OKLA440PCPI,PORT941PCPI,PHIL942PCPI,PROV244PCPI,CHAR745PCPI,SIOU646PCPI,NASH947PCPI,HOUS448PCPI,SALT649PCPI,BURL450PCPI,VIRG251PCPI,SEAT653PCPI,CHAR654PCPI,MILW355PCPI,CHEY956PCPI,HUNT601PCPI_YOY,ANCH202PCPI_YOY,PHOE004PCPI_YOY,LRSPCPI_YOY,LALBA906PCPI_YOY,DENV708PCPI_YOY,BRID909PCPI_YOY,PHIL942PCPI_YOY,JACK212PCPI_YOY,ATLA013PCPI_YOY,UHON915PCPI_YOY,BOIS216PCPI_YOY,CHIC917PCPI_YOY,INDI918PCPI_YOY,DESM719PCPI_YOY,WICH620PCPI_YOY,LOIPCPI_YOY,NEWO322PCPI_YOY,PORT723PCPI_YOY,BALT524PCPI_YOY,BOST625PCPI_YOY,DETR826PCPI_YOY,MINN427PCPI_YOY,JACK128PCPI_YOY,KANS129PCPI_YOY,BILL730PCPI_YOY,OMAH531PCPI_YOY,LASV832PCPI_YOY,MANC933PCPI_YOY,NJPCPI_YOY,ALBU735PCPI_YOY,NEWY636PCPI_YOY,CHAR737PCPI_YOY,FARG038PCPI_YOY,COLU139PCPI_YOY,OKLA440PCPI_YOY,PORT941PCPI_YOY,PHIL942PCPI_YOY,PROV244PCPI_YOY,CHAR745PCPI_YOY,SIOU646PCPI_YOY,NASH947PCPI_YOY,HOUS448PCPI_YOY,SALT649PCPI_YOY,BURL450PCPI_YOY,VIRG251PCPI_YOY,SEAT653PCPI_YOY,CHAR654PCPI_YOY,MILW355PCPI_YOY,CHEY956PCPI_YOY
1/1/1969,3657,6185,3842,3386,4820,4315,5885,4334,3708,3826,5191,3673,4698,4075,4063,3881,3750,3511,3704,4178,4453,4503,4441,2884,4069,3564,3988,4762,4111,4581,3303,4958,3378,3653,3834,3833,4179,4334,3888,3377,3517,3456,3877,3534,3559,3957,4660,3229,4314,4035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/1/1970,3962,6783,4225,3635,5062,4756,6130,4599,4118,4133,5828,4042,4945,4164,4373,4053,3972,3750,3985,4497,4770,4612,4711,3151,4346,3893,4275,5176,4245,4909,3702,5290,3585,3831,4061,4144,4460,4599,4165,3801,3740,3629,4240,3908,3834,4172,4758,3607,4570,4462,0.083401695,0.09668553,0.099687663,0.073538098,0.050207469,0.102201622,0.041631266,0.061144439,0.110571737,0.08024046,0.122712387,0.100462837,0.052575564,0.021840491,0.076298302,0.044318475,0.0592,0.068071774,0.075863931,0.076352322,0.071187963,0.024206085,0.060797118,0.09257975,0.068075694,0.092312009,0.071965898,0.086938261,0.032595476,0.071600087,0.120799273,0.066962485,0.061278863,0.048727074,0.059207094,0.08113749,0.067240967,0.061144439,0.071244856,0.125555227,0.063406312,0.05005787,0.093629095,0.105829089,0.077268896,0.054334091,0.021030043,0.117064107,0.059341678,0.10582404
1/1/1971,4335,7080,4579,3989,5236,5241,6435,4872,4475,4436,6202,4322,5241,4506,4627,4324,4201,3983,4202,4838,5064,4946,4982,3430,4695,4188,4521,5402,4328,5229,4021,5617,3846,4123,4378,4479,4785,4872,4389,4011,4067,3895,4513,4203,4048,4508,4873,3884,4857,4812,0.094144372,0.043785935,0.083786982,0.09738652,0.034373765,0.101976451,0.049755302,0.059360731,0.086692569,0.073312364,0.064172958,0.069272637,0.059858443,0.082132565,0.058083695,0.066864051,0.057653575,0.062133333,0.054454203,0.07582833,0.06163522,0.072419775,0.057524942,0.08854332,0.080303728,0.075777036,0.05754386,0.04366306,0.019552415,0.065186392,0.086169638,0.061814745,0.072803347,0.076220308,0.078059591,0.080839768,0.072869955,0.059360731,0.053781513,0.055248619,0.087433155,0.073298429,0.064386792,0.075486182,0.05581638,0.080536913,0.024169819,0.076795121,0.062800875,0.078440161
1/1/1972,4663,7353,4970,4397,5700,5684,6959,5293,4935,4910,6509,4709,5660,4872,5110,4849,4608,4276,4562,5267,5425,5488,5354,3784,5120,4737,4886,5684,4748,5642,4499,6039,4254,4511,4759,4796,5195,5293,4734,4286,4571,4253,4881,4585,4314,4979,5219,4237,5255,5272,0.075663206,0.038559322,0.085389823,0.102281274,0.088617265,0.084525854,0.081429681,0.086412151,0.102793296,0.106853021,0.049500161,0.089541879,0.079946575,0.081225033,0.104387292,0.121415356,0.096881695,0.073562641,0.085673489,0.088673005,0.07128752,0.109583502,0.074668808,0.103206997,0.090521832,0.131088825,0.080734351,0.052202888,0.097042514,0.078982597,0.118875902,0.075129072,0.106084243,0.094106233,0.087026039,0.070774727,0.085684431,0.086412151,0.078605605,0.068561456,0.123924269,0.091912709,0.081542211,0.090887461,0.065711462,0.104480923,0.071003489,0.090885685,0.081943587,0.095594347
1/1/1973,5005,7871,5419,4901,6150,6200,7480,5758,5421,5373,7007,5214,6243,5478,5706,5402,5079,4670,4908,5782,5867,6144,5911,4280,5568,5157,5461,6212,5251,6143,4795,6480,4680,5863,5232,5210,5700,5758,5068,4634,5443,4787,5371,4955,4650,5426,5816,4671,5827,5907,0.073343341,0.070447436,0.090342052,0.114623607,0.078947368,0.09078114,0.074867079,0.08785188,0.098480243,0.094297352,0.076509448,0.107241453,0.103003534,0.124384236,0.116634051,0.114044133,0.102213542,0.092142189,0.075843928,0.097778622,0.081474654,0.119533528,0.104034367,0.131078224,0.0875,0.088663711,0.117683176,0.092892329,0.105939343,0.088798298,0.065792398,0.073025335,0.100141044,0.299711816,0.099390628,0.086321935,0.097208855,0.08785188,0.070553443,0.081194587,0.190767884,0.125558429,0.100389264,0.080697928,0.077885953,0.089777064,0.11438973,0.102430965,0.108848716,0.120447648
1/1/1974,5424,9361,5848,5364,6711,6793,8059,6289,5871,5764,7556,5733,6842,5892,6145,5994,5517,5240,5270,6349,6352,6532,6452,4713,6044,5693,5832,6594,5686,6673,5203,7020,5039,6084,5682,5766,6359,6289,5459,5189,5847,5227,6183,5463,4985,5928,6450,5192,6398,6504,0.083716284,0.189302503,0.079165898,0.094470516,0.091219512,0.095645161,0.077406417,0.092219521,0.083010515,0.072771264,0.078350221,0.099539701,0.095947461,0.075575027,0.076936558,0.109589041,0.086237448,0.122055675,0.073757131,0.098062954,0.082665758,0.063151042,0.091524277,0.101168224,0.085488506,0.103936397,0.067936275,0.061493883,0.082841364,0.086277063,0.085088634,0.083333333,0.076709402,0.037694013,0.086009174,0.10671785,0.115614035,0.092219521,0.07715075,0.11976694,0.074223774,0.091915605,0.151182275,0.102522704,0.072043011,0.092517508,0.109009629,0.111539285,0.097992106,0.101066531
1/1/1975,5770,11509,6086,5906,7304,7387,8576,6804,6403,6155,8224,6382,7315,6362,6824,6694,5877,5835,5752,6861,6819,6900,6985,4961,6684,6232,6484,7160,6080,7203,5754,7599,5398,6242,6038,6296,6953,6804,5952,5691,6468,5526,7014,5942,5509,6314,7190,5729,6974,7118,0.06379056,0.229462664,0.040697674,0.101043997,0.08836239,0.087442956,0.06415188,0.081889013,0.090614887,0.067834837,0.088406564,0.113204256,0.069131833,0.079769179,0.110496338,0.11678345,0.065252855,0.113549618,0.091461101,0.080642621,0.073520151,0.056338028,0.082610043,0.052620412,0.105890139,0.094677674,0.111796982,0.085835608,0.069293,0.079424547,0.105900442,0.082478632,0.071244295,0.025969757,0.062653995,0.091918141,0.093410914,0.081889013,0.090309581,0.09674311,0.106208312,0.057202985,0.134400776,0.087680761,0.105115346,0.06511471,0.114728682,0.103428351,0.090028134,0.094403444
1/1/1976,6337,12936,6679,6451,7962,7975,9341,7418,6782,6737,8762,6915,8009,7010,7443,7247,6428,6427,6397,7467,7345,7750,7611,5514,7306,6803,6989,7750,6718,7817,6318,8112,5995,7244,6619,6818,7656,7418,6486,6111,6710,6157,7717,6471,6067,6787,7891,6314,7558,7608,0.098266898,0.123989921,0.09743674,0.092279038,0.090087623,0.079599296,0.089202425,0.090241035,0.059191004,0.094557271,0.065418288,0.083516139,0.094873548,0.101854763,0.090709261,0.082611294,0.093755317,0.101456727,0.11213491,0.088325317,0.07713741,0.123188406,0.089620616,0.111469462,0.093058049,0.091623877,0.077884022,0.082402235,0.104934211,0.08524226,0.09801877,0.067508883,0.110596517,0.160525473,0.096223915,0.082909784,0.101107436,0.090241035,0.089717742,0.073800738,0.037414966,0.114187477,0.100228115,0.089027264,0.1012888,0.074912892,0.097496523,0.102112061,0.083739604,0.068839562
1/1/1977,6866,14126,7306,7000,8761,8778,10228,8093,7338,7435,9213,7499,8825,7749,8186,7776,7141,7045,6906,8096,7999,8744,8460,6102,8120,7553,7683,8453,7475,8554,6832,8850,6578,7239,7292,7547,8319,8093,7082,6511,7550,6788,8477,7115,6513,7373,8641,6936,8371,8233,0.083477986,0.091991342,0.093876329,0.085103085,0.10035167,0.100689655,0.094957713,0.090994877,0.081981716,0.103606947,0.051472267,0.084454085,0.101885379,0.105420827,0.099825339,0.072995722,0.110920971,0.096156838,0.079568548,0.084237311,0.089040163,0.128258065,0.111549074,0.10663765,0.111415275,0.11024548,0.099298898,0.090709677,0.112682346,0.094281694,0.081354859,0.090976331,0.097247706,-0.000690226,0.10167699,0.106922851,0.086598746,0.090994877,0.091890225,0.065455736,0.125186289,0.102484976,0.098483867,0.09952094,0.073512444,0.086341535,0.095044988,0.098511245,0.10756814,0.082150368
1/1/1978,7689,14052,8313,7845,9821,9819,11597,8916,8076,8282,10123,8330,9757,8574,9208,8781,7903,7897,7628,9023,8842,9730,9411,6842,8935,8362,8584,9590,8559,9475,7729,9757,7330,8549,8018,8495,9322,8916,7780,7209,8804,7607,9622,7906,7478,8229,9829,7648,9344,9461,0.119866006,-0.005238567,0.137831919,0.120714286,0.120990754,0.118591934,0.13384826,0.101692821,0.100572363,0.113920646,0.098773472,0.110814775,0.105609065,0.10646535,0.1248473,0.129243827,0.106707744,0.120936835,0.104546771,0.114500988,0.105388174,0.112763038,0.112411348,0.121271714,0.100369458,0.107109758,0.117271899,0.134508459,0.145016722,0.107668927,0.131293911,0.102485876,0.114320462,0.180964222,0.099561163,0.125612826,0.120567376,0.101692821,0.098559729,0.107203195,0.166092715,0.120654095,0.13507137,0.111173577,0.148165208,0.116099281,0.137484087,0.102652826,0.11623462,0.149155836
1/1/1979,8417,14674,9439,8623,10991,10866,13109,9819,8807,9085,11113,8874,10714,9435,10241,9965,8672,8794,8335,9937,9852,10586,10564,7721,9943,9226,9414,10495,9595,10493,8518,10724,8132,9063,8872,9615,10285,9819,8622,7933,9568,8374,10800,8574,8350,9032,11113,8506,10333,10325,0.094680713,0.044264162,0.135450499,0.099171447,0.119132471,0.106630003,0.130378546,0.1012786,0.090515106,0.096957257,0.097797096,0.065306122,0.098083427,0.100419874,0.112185056,0.134836579,0.097304821,0.113587438,0.092684845,0.101296686,0.11422755,0.087975334,0.122516204,0.128471207,0.112814773,0.103324564,0.096691519,0.094369135,0.121042178,0.107440633,0.102083064,0.099108332,0.10941337,0.060123991,0.106510352,0.13184226,0.103304012,0.1012786,0.108226221,0.100430018,0.086778737,0.100828185,0.12242777,0.08449279,0.116608719,0.097581723,0.130633839,0.112186192,0.105843322,0.09132227
1/1/1980,9162,16568,10479,9400,12195,12218,14980,10886,9786,10100,12336,9650,11694,10279,11024,11121,9526,9915,9385,11178,11130,11250,11678,8289,10811,10244,10437,11423,10932,11801,9245,12015,8927,9298,9762,10946,11222,10886,9688,8786,9766,9085,12085,9244,9191,10166,12267,9162,11356,11824,0.088511346,0.129071828,0.110181163,0.090107851,0.109544173,0.124424811,0.142726371,0.10866687,0.111161576,0.11172262,0.110051291,0.087446473,0.091469106,0.08945416,0.076457377,0.116006021,0.09847786,0.127473277,0.125974805,0.124886787,0.129719854,0.062724353,0.10545248,0.0735656,0.087297596,0.110340343,0.108667941,0.088423059,0.139343408,0.124654532,0.085348673,0.120384185,0.097761928,0.025929604,0.1003156,0.138429537,0.091103549,0.10866687,0.123637207,0.107525526,0.02069398,0.08490566,0.118981481,0.078143224,0.100718563,0.125553587,0.103842347,0.077122032,0.099003194,0.145181598
1/1/1981,10201,18635,11655,10291,13522,13734,16943,12042,10955,11162,13436,10468,12892,11247,12223,12410,10564,11244,10284,12312,12421,12020,12797,9154,11848,11418,11636,12506,12110,13131,10131,13426,9898,10637,10617,12467,12124,12042,10691,9715,11309,10156,13780,10141,10332,11359,13410,9965,12489,13012,0.113403187,0.124758571,0.112224449,0.094787234,0.108815088,0.124079227,0.131041389,0.106191439,0.119456366,0.105148515,0.089169909,0.084766839,0.102445699,0.094172585,0.1087627,0.115906843,0.108964938,0.134039334,0.095791156,0.101449275,0.115992812,0.068444444,0.095821202,0.10435517,0.095920821,0.11460367,0.114879755,0.094808719,0.107757044,0.112702313,0.095835587,0.117436538,0.108771144,0.144009464,0.087584511,0.138954869,0.080377829,0.106191439,0.10353014,0.105736399,0.157997133,0.117886626,0.140256516,0.097035915,0.124143184,0.117351958,0.093176816,0.087644619,0.099771046,0.100473613
1/1/1982,11012,21363,12088,10953,14095,14815,18207,13001,11793,11848,14035,11066,13613,11633,13000,13111,11157,11950,11266,13212,13650,12532,13701,9576,12664,12087,12561,12904,13234,14142,11199,14544,10450,11344,11348,13457,12512,13001,11544,10317,11653,10800,14438,10773,11145,12341,14193,10637,13206,13871,0.07950201,0.146391199,0.037151437,0.064328054,0.042375388,0.078709771,0.074603081,0.079637934,0.076494751,0.06145852,0.044581721,0.057126481,0.055926156,0.034320263,0.063568682,0.056486704,0.05613404,0.062789043,0.095488137,0.073099415,0.098945335,0.042595674,0.070641557,0.046100066,0.068872384,0.058591697,0.079494672,0.031824724,0.092815855,0.076993374,0.105419011,0.083271265,0.055768842,0.066466109,0.068851841,0.079409641,0.032002639,0.079637934,0.079786737,0.061966032,0.030418251,0.063410792,0.047750363,0.06232127,0.078687573,0.086451272,0.058389262,0.067436026,0.057410521,0.066015985
1/1/1983,11915,21611,13006,11724,14833,15578,19214,13865,12623,12868,15020,11874,14299,12381,13599,13460,11815,12407,12052,14059,14775,13429,14595,10053,13317,12517,13108,13377,14484,15190,12041,15629,11350,11861,12188,13428,13227,13865,12465,10934,12162,11535,14316,11334,11936,12984,14884,10942,13735,13955,0.082001453,0.011608856,0.075943084,0.070391674,0.052358993,0.051501856,0.055308398,0.066456426,0.070380734,0.086090479,0.070181689,0.073016447,0.050393007,0.064299837,0.046076923,0.02661887,0.058976427,0.038242678,0.069767442,0.064108386,0.082417582,0.071576763,0.065250712,0.04981203,0.051563487,0.035575412,0.043547488,0.036655301,0.09445368,0.074105501,0.075185284,0.07460121,0.086124402,0.045574753,0.074021854,-0.002155012,0.057145141,0.066456426,0.079781705,0.059804207,0.043679739,0.068055556,-0.008449924,0.052074631,0.070973531,0.052102747,0.048685972,0.028673498,0.04005755,0.0060558
1/1/1984,13401,22134,14239,12688,16156,16768,21510,15060,13858,14366,15988,12683,15628,13664,14813,14649,12999,13237,13294,15332,16594,14932,16274,10947,14638,13190,14377,14104,16169,16708,13102,17216,12675,12797,13470,14252,14343,15060,13673,11927,13248,12855,15178,12272,13024,14042,15854,11791,15075,14718,0.124716744,0.024200639,0.094802399,0.082224497,0.089193016,0.07638978,0.119496201,0.086188244,0.097837281,0.116412807,0.064447403,0.068132053,0.092943562,0.103626525,0.08927127,0.08833581,0.100211595,0.066897719,0.103053435,0.090546981,0.123113367,0.11192196,0.115039397,0.088928678,0.099196516,0.053766877,0.096811108,0.054347014,0.116335267,0.099934167,0.088115605,0.101542005,0.116740088,0.078914088,0.105185428,0.061364313,0.084372874,0.086188244,0.096911352,0.090817633,0.089294524,0.11443433,0.06021235,0.082759838,0.091152815,0.081484904,0.065170653,0.077590934,0.097560976,0.054675743
1/1/1985,14530,22570,15234,13567,17118,17578,23031,16163,14789,15512,16846,13408,16469,14612,15470,15142,13717,13760,14377,16432,17851,16347,17323,11334,15665,13501,15264,14928,17285,17788,14090,18376,13490,13182,14439,14715,14989,16163,14630,12645,13867,13891,15927,12937,14129,14978,16840,12472,15812,15419,0.084247444,0.019698202,0.069878503,0.069278058,0.059544442,0.048306298,0.070711297,0.073240372,0.067181411,0.079771683,0.053665249,0.057163132,0.053813668,0.069379391,0.044352933,0.033654174,0.055235018,0.039510463,0.081465323,0.071745369,0.075750271,0.094762925,0.064458646,0.035352151,0.070159858,0.023578469,0.061695764,0.058423142,0.069020966,0.064639694,0.075408335,0.067379182,0.064299803,0.030085176,0.071937639,0.032486669,0.045039392,0.073240372,0.069991955,0.060199547,0.046724034,0.08059121,0.04934774,0.054188396,0.084843366,0.066657171,0.062192507,0.057755916,0.048888889,0.047628754
1/1/1986,15441,22139,16055,14277,17862,18018,24634,17056,15594,16558,17642,13754,17415,15479,16130,16053,14388,14022,15631,17402,19197,17330,18175,11808,16470,13621,15865,15742,18531,18902,14628,19590,14424,13941,15199,14774,15690,17056,15573,13227,14517,14891,15710,13396,15050,15718,17807,12846,16575,15756,0.062697866,-0.019096145,0.053892609,0.052332867,0.043463021,0.025031289,0.069601841,0.055249644,0.054432348,0.067431666,0.047251573,0.025805489,0.057441253,0.059334793,0.042663219,0.060163783,0.048917402,0.019040698,0.087222647,0.059031159,0.075401938,0.060133358,0.049183167,0.041821069,0.051388446,0.008888231,0.03937369,0.054528403,0.072085623,0.06262649,0.038183109,0.066064432,0.069236471,0.057578516,0.052635224,0.004009514,0.04676763,0.055249644,0.064456596,0.046026097,0.046873873,0.071989058,-0.013624663,0.035479632,0.06518508,0.049405795,0.057422803,0.029987171,0.04825449,0.021856152
1/1/1987,16454,21345,16628,14710,18901,18424,26950,18125,16423,17472,18606,14424,18525,16370,16999,16591,15189,14372,16832,18393,20720,17810,19205,12524,17246,14187,16663,16456,19836,20251,15100,21015,15464,14633,15932,15002,16419,18125,16485,13862,15319,15773,16109,13932,16147,16319,18577,13128,17433,15839,0.065604559,-0.035864312,0.035689816,0.0303285,0.058168178,0.022533023,0.0940164,0.062675891,0.053161472,0.055199903,0.054642331,0.048713102,0.063738157,0.057561858,0.053874768,0.033513985,0.055671393,0.024960776,0.076834496,0.056947477,0.079335313,0.027697634,0.056671252,0.060636856,0.047115968,0.041553484,0.050299401,0.045356371,0.070422535,0.071368109,0.032266885,0.072741194,0.072102052,0.049637759,0.048226857,0.015432517,0.046462715,0.062675891,0.058562897,0.048007863,0.055245574,0.059230408,0.025397836,0.040011944,0.072890365,0.038236417,0.043241422,0.021952359,0.051764706,0.005267834
1/1/1988,17577,21689,17485,15544,20037,19425,30220,19536,17340,18673,20207,15695,20160,17595,18079,17458,16626,15233,18370,19838,22780,19128,20252,13436,18145,14926,17570,17769,21196,22120,15789,23146,16776,14872,17012,15749,17620,19536,17949,14874,16308,16850,17430,14642,17443,17198,19876,14475,18685,16419,0.068250881,0.016116186,0.051539572,0.056696125,0.06010264,0.054331307,0.121335807,0.077848276,0.055836327,0.068738553,0.086047512,0.088117027,0.088259109,0.07483201,0.063533149,0.052257248,0.09460794,0.059908155,0.091373574,0.078562497,0.099420849,0.074003369,0.054517053,0.072820185,0.05212803,0.052089941,0.054431975,0.079788527,0.06856221,0.092291739,0.045629139,0.101403759,0.084842214,0.016332946,0.067788099,0.049793361,0.073146964,0.077848276,0.088808007,0.073005338,0.06456035,0.06828124,0.082003849,0.050961815,0.080262587,0.053863595,0.069925176,0.102605119,0.071817817,0.036618473
1/1/1989,18696,23569,18297,16674,20933,20965,32766,21086,18805,19621,22168,16912,21289,19048,19386,18355,17914,16269,19663,21053,23989,20517,21584,14692,19201,16249,18608,19084,21986,23692,16488,24914,18007,15925,18369,16855,19064,21086,19239,15824,17476,17736,18711,15494,19127,18157,21433,15474,20047,17756,0.063662741,0.086679884,0.046439806,0.072696861,0.044717273,0.079279279,0.084248842,0.079340704,0.084486736,0.050768489,0.097045578,0.077540618,0.056001984,0.082580278,0.072293822,0.051380456,0.077469024,0.068010241,0.0703865,0.061246093,0.053072871,0.07261606,0.065771282,0.093480202,0.058197851,0.088637277,0.059077974,0.07400529,0.037271183,0.071066908,0.044271328,0.076384688,0.073378636,0.070804196,0.079767223,0.070226681,0.081952327,0.079340704,0.071870299,0.06386984,0.07162129,0.052581602,0.073493976,0.058188772,0.096543026,0.055762298,0.078335681,0.069015544,0.072892695,0.081430051
