observation_date,CPALTT01USM657N_PC1,CORESTICKM159SFRBATL_PCH,CPILFESL_PCH,PCEPI_PCH,CPIAUCSL_PCH
2014-03-01,146.3,1.8,0.2,0.2,0.2
2014-04-01,-417.1,11.2,0.2,0.2,0.2
2014-05-01,96.2,5.1,0.2,0.2,0.2
2014-06-01,-22.4,0.7,0.1,0.1,0.1
2014-07-01,-199.0,-2.0,0.2,0.2,0.1
2014-08-01,-238.9,-6.6,0.1,0.0,0.0
2014-09-01,-35.3,-0.4,0.2,0.0,0.0
2014-10-01,-2.4,2.7,0.2,0.0,0.0
2014-11-01,164.4,-0.1,0.1,-0.1,-0.2
2014-12-01,6507.6,-1.7,0.1,-0.2,-0.3
2015-01-01,-226.5,0.7,0.1,-0.5,-0.6
2015-02-01,17.4,-0.2,0.2,0.2,0.3
2015-03-01,-7.6,0.9,0.2,0.2,0.3
2015-04-01,-38.3,3.2,0.2,0.1,0.1
2015-05-01,45.9,0.2,0.1,0.2,0.3
2015-06-01,88.1,2.3,0.2,0.2,0.3
2015-07-01,-117.2,1.3,0.2,0.1,0.2
2015-08-01,-15.2,1.8,0.1,0.0,0.0
2015-09-01,-306.9,4.5,0.2,-0.1,-0.2
2015-10-01,-82.1,2.9,0.2,0.0,0.1
2015-11-01,-60.9,2.5,0.2,0.1,0.1
2015-12-01,-39.7,1.6,0.1,-0.1,-0.1
2016-01-01,-135.1,0.9,0.2,0.1,0.0
2016-02-01,-81.0,3.1,0.2,-0.1,-0.1
2016-03-01,-27.7,-0.5,0.2,0.2,0.3
2016-04-01,133.2,0.2,0.3,0.3,0.4
2016-05-01,-20.6,1.3,0.2,0.1,0.2
2016-06-01,-6.2,-0.1,0.2,0.2,0.3
2016-07-01,-2513.4,0.3,0.1,0.0,-0.1
2016-08-01,-164.8,5.7,0.2,0.1,0.2
2016-09-01,-254.4,-3.3,0.2,0.2,0.3
2016-10-01,-377.3,-4.7,0.1,0.2,0.2
2016-11-01,-26.3,0.6,0.1,0.0,0.1
2016-12-01,-109.6,2.7,0.2,0.2,0.3
2017-01-01,252.5,2.6,0.2,0.4,0.4
2017-02-01,282.2,0.5,0.2,0.2,0.2
2017-03-01,-81.1,-8.3,0.0,-0.1,0.0
2017-04-01,-37.5,-8.2,0.1,0.2,0.1
2017-05-01,-78.9,-4.3,0.1,0.0,-0.1
2017-06-01,-72.4,-0.8,0.1,0.1,0.1
2017-07-01,-57.4,0.4,0.1,0.0,0.0
2017-08-01,226.0,-2.7,0.2,0.2,0.4
2017-09-01,120.3,0.8,0.1,0.4,0.5
2017-10-01,-150.7,4.1,0.3,0.1,0.1
2017-11-01,-101.6,-3.5,0.1,0.2,0.3
2017-12-01,-279.6,0.5,0.2,0.1,0.2
2018-01-01,-6.5,1.9,0.3,0.4,0.4
2018-02-01,44.1,-1.7,0.2,0.2,0.3
2018-03-01,178.2,10.8,0.2,0.1,0.1
2018-04-01,34.0,5.6,0.2,0.2,0.2
2018-05-01,386.6,2.1,0.2,0.2,0.3
2018-06-01,75.7,0.5,0.1,0.1,0.1
2018-07-01,-109.8,-1.1,0.2,0.1,0.1
2018-08-01,-81.4,-4.0,0.1,0.1,0.2
2018-09-01,-78.1,1.8,0.2,0.2,0.2
2018-10-01,-379.5,-2.2,0.2,0.2,0.2
2018-11-01,-13869.3,2.2,0.2,0.0,-0.1
2018-12-01,443.3,-1.0,0.2,0.0,0.0
2019-01-01,-65.0,-2.9,0.2,0.0,0.0
2019-02-01,-6.8,-0.2,0.1,0.2,0.3
2019-03-01,149.5,0.8,0.2,0.3,0.4
2019-04-01,33.2,0.7,0.2,0.3,0.4
2019-05-01,-48.8,-0.5,0.1,0.1,0.1
2019-06-01,-87.5,1.3,0.2,0.1,0.0
2019-07-01,2376.8,1.5,0.2,0.1,0.2
2019-08-01,-109.1,6.7,0.2,0.0,0.1
2019-09-01,-32.6,-0.6,0.2,0.1,0.2
2019-10-01,29.4,4.5,0.2,0.2,0.3
2019-11-01,-84.0,1.0,0.2,0.0,0.2
2019-12-01,-71.5,-1.3,0.1,0.2,0.2
2020-01-01,103.5,2.4,0.3,0.2,0.2
2020-02-01,-35.2,0.9,0.2,0.1,0.1
2020-03-01,-138.6,-6.1,-0.1,-0.2,-0.3
2020-04-01,-226.3,-15.4,-0.4,-0.5,-0.8
2020-05-01,-99.1,-6.6,-0.1,0.1,-0.1
2020-06-01,2647.7,-1.0,0.2,0.4,0.5
2020-07-01,202.7,13.9,0.6,0.3,0.5
2020-08-01,-6323.2,-2.3,0.4,0.3,0.4
2020-09-01,77.8,-9.1,0.2,0.2,0.2
2020-10-01,-81.9,-11.5,0.1,0.0,0.1
2020-11-01,13.9,-3.3,0.2,0.0,0.1
2020-12-01,-203.5,-5.2,0.1,0.4,0.3
2021-01-01,9.6,-11.2,0.0,0.4,0.2
2021-02-01,99.7,1.1,0.2,0.3,0.4
2021-03-01,-425.5,11.4,0.3,0.6,0.6
2021-04-01,-222.9,34.8,0.9,0.5,0.6
2021-05-01,41010.0,14.9,0.7,0.5,0.7
2021-06-01,69.8,-0.7,0.8,0.6,0.9
2021-07-01,-4.9,-10.7,0.3,0.5,0.5
2021-08-01,-34.5,1.2,0.2,0.4,0.3
2021-09-01,95.0,12.6,0.3,0.3,0.4
2021-10-01,1902.3,14.8,0.6,0.6,0.9
2021-11-01,-904.7,5.3,0.5,0.6,0.7
2021-12-01,226.4,8.2,0.6,0.5,0.6
2022-01-01,97.8,14.9,0.6,0.5,0.6
2022-02-01,66.8,7.9,0.5,0.6,0.8
2022-03-01,88.5,5.9,0.3,1.0,1.2
2022-04-01,-32.1,3.8,0.6,0.2,0.3
2022-05-01,37.5,5.3,0.6,0.6,1.0
2022-06-01,47.8,9.1,0.7,1.0,1.3
2022-07-01,-102.5,3.8,0.3,-0.1,0.0
2022-08-01,,6.4,0.6,0.3,0.1
2022-09-01,,6.7,0.6,0.3,0.4
